institution_key,institution_name,ror,country,n_papers,n_authors,first_use,last_use
ror:01y85ge33,"Approches Linguistiques Théoriques, Appliquées et Expérimentales : langues et cultures connectées",01y85ge33,FR,2,2,2022-06-13,2023-07-01
ror:0220qvk04,Shanghai Jiao Tong University,0220qvk04,CN,2,5,2024-08-30,2025-12-25
ror:022fs9h90,University of Fribourg,022fs9h90,CH,2,2,2017-02-16,2021-10-11
ror:022kthw22,University of Rochester,022kthw22,US,2,2,2018-11-21,2021-03-10
ror:0234wmv40,University of Bayreuth,0234wmv40,DE,2,3,2023-06-13,2025-06-27
ror:023dz9m50,Complexity Science Hub,023dz9m50,AT,2,2,2022-07-21,2026-06-29
ror:023znxa73,St Petersburg University,023znxa73,RU,2,9,2015-07-13,2019-01-01
ror:02403vr89,Mathematica Policy Research,02403vr89,US,2,1,2016-01-16,2017-08-10
ror:02538qk16,Wisdom Health (United States),02538qk16,US,2,5,2018-07-13,2023-05-10
ror:025vmq686,Pontifícia Universidade Católica do Rio Grande do Sul,025vmq686,BR,2,3,2020-01-28,2025-07-01
ror:0264fdx42,San Diego State University,0264fdx42,US,2,2,2017-08-20,2020-01-28
ror:026ejyb70,Oxford Centre for Computational Neuroscience,026ejyb70,GB,2,2,2019-03-08,2024-10-21
ror:026k5mg93,University of East Anglia,026k5mg93,GB,2,4,2021-03-11,2026-05-11
ror:026vcq606,KTH Royal Institute of Technology,026vcq606,SE,2,5,2023-01-19,2023-07-26
ror:02788t795,Maudsley Hospital,02788t795,GB,2,1,2020-05-29,2021-06-04
ror:027arzy69,Centre Hospitalier Universitaire de Caen Normandie,027arzy69,FR,2,3,2025-08-01,2026-02-18
ror:027ynra39,University of Bari Aldo Moro,027ynra39,IT,2,2,2025-08-01,2026-02-18
ror:028ndzd53,Edge Hill University,028ndzd53,GB,2,1,2025-01-01,2025-11-14
ror:0293rh119,University of Oregon,0293rh119,US,2,5,2025-02-27,2025-10-01
ror:02956yf07,University of Tsukuba,02956yf07,JP,2,6,2022-01-01,2023-09-20
ror:029gnnp81,Universidad Internacional De La Rioja,029gnnp81,ES,2,1,2023-01-12,2025-12-05
ror:02a7zg443,University of the Humanities,02a7zg443,MN,2,1,2025-08-09,2026-04-01
ror:02abxwv41,Wyoming Department of Education,02abxwv41,US,2,3,2022-01-01,2022-01-01
ror:02e16g702,Hokkaido University,02e16g702,JP,2,2,2022-12-15,2024-02-29
ror:02e8hzf44,Helsinki University Hospital,02e8hzf44,FI,2,1,2023-03-23,2024-02-23
ror:02f009v59,University of Haifa,02f009v59,IL,2,2,2023-01-23,2026-03-09
ror:02f40zc51,Universidad de Salamanca,02f40zc51,ES,2,6,2017-10-19,2024-10-14
ror:02gh4kt33,National Institute for Astrophysics,02gh4kt33,IT,2,6,2023-06-01,2024-03-13
ror:02gyhy076,Helgeland Museum,02gyhy076,NO,2,1,2025-08-01,2026-02-18
ror:02hd2zk59,Atma Jaya Catholic University of Indonesia,02hd2zk59,ID,2,1,2025-08-01,2026-02-18
ror:02he5dz58,Institut des Sciences Cognitives Marc Jeannerod,02he5dz58,FR,2,2,2024-03-21,2026-01-23
ror:02kswqa67,Marmara University,02kswqa67,TR,2,3,2025-06-17,2026-05-20
ror:02ktfc112,Digital Science (United Kingdom),02ktfc112,GB,2,1,2022-03-02,2024-02-01
ror:02kvxyf05,Institut national de recherche en sciences et technologies du numérique,02kvxyf05,FR,2,2,2021-10-19,2024-07-05
ror:02mqbt594,Hokusei Gakuen University,02mqbt594,JP,2,1,2017-01-01,2021-01-01
ror:02mtt1z51,NIHR Bristol Biomedical Research Centre,02mtt1z51,GB,2,3,2023-12-09,2025-12-06
ror:02n651896,"California State University, San Bernardino",02n651896,US,2,2,2021-04-01,2022-03-16
ror:02nfy3535,Munich Center for Machine Learning,02nfy3535,,2,2,2025-04-24,2026-05-28
ror:02pttbw34,Baylor College of Medicine,02pttbw34,US,2,7,2020-10-09,2021-07-21
ror:02qa5kg76,Australian Regenerative Medicine Institute,02qa5kg76,AU,2,2,2022-02-14,2026-02-16
ror:02qsmb048,University of Belgrade,02qsmb048,RS,2,9,2024-02-21,2025-07-01
ror:02rmd1t30,Babeș-Bolyai University,02rmd1t30,RO,2,2,2019-09-04,2026-02-10
ror:02rvd6d64,Psychological Institute of the Russian Academy of Education,02rvd6d64,RU,2,4,2018-01-01,2021-09-24
ror:02sc3r913,Griffith University,02sc3r913,AU,2,5,2020-09-14,2022-05-30
ror:02t1bej08,Monash Health,02t1bej08,AU,2,2,2023-09-02,2026-01-13
ror:02ttsq026,University of Colorado Boulder,02ttsq026,US,2,6,2018-09-26,2023-09-05
ror:02v6kpv12,Université Toulouse III - Paul Sabatier,02v6kpv12,FR,2,2,2022-05-20,2023-08-21
ror:02w42ss30,Budapest University of Technology and Economics,02w42ss30,HU,2,2,2023-07-15,2025-08-29
ror:02xjxgz53,Joetsu University of Education,02xjxgz53,JP,2,5,2025-02-05,2025-05-01
ror:02xrw9r68,Université du Québec à Trois-Rivières,02xrw9r68,CA,2,2,2023-01-23,2026-02-18
ror:02yqqv993,Sechenov University,02yqqv993,RU,2,8,2019-01-01,2021-09-24
ror:031rekg67,Swinburne University of Technology,031rekg67,AU,2,2,2020-05-29,2021-06-04
ror:0326knt82,Adolfo Ibáñez University,0326knt82,CL,2,5,2022-08-22,2023-01-01
ror:035t8zc32,The University of Osaka,035t8zc32,JP,2,3,2022-01-01,2025-07-29
ror:03606hw36,University of Erfurt,03606hw36,DE,2,2,2023-01-01,2025-09-01
ror:036x5ad56,University of Luxembourg,036x5ad56,LU,2,2,2020-01-17,2021-10-21
ror:037vvf096,Karamanoğlu Mehmetbey University,037vvf096,TR,2,1,2026-01-19,2026-05-20
ror:038s1ax16,Temple College,038s1ax16,US,2,8,2022-11-28,2024-10-29
ror:039fp5n52,At Bristol,039fp5n52,GB,2,1,2023-12-09,2025-12-06
ror:039zxt351,IRCCS Ospedale San Raffaele,039zxt351,IT,2,1,2023-08-24,2025-06-21
ror:03anc3s24,Austrian Academy of Sciences,03anc3s24,AT,2,1,2022-12-07,2024-03-23
ror:03dzc0485,University of Regina,03dzc0485,CA,2,2,2022-12-05,2024-03-15
ror:03fg2km54,Institute for Advanced Study in Toulouse,03fg2km54,FR,2,4,2020-04-11,2022-07-18
ror:03gcvf773,Decision Sciences (United States),03gcvf773,US,2,4,2019-04-17,2023-02-17
ror:03gh96r95,Bowdoin College,03gh96r95,US,2,1,2024-01-21,2025-01-02
ror:03grvy078,University of Minnesota System,03grvy078,US,2,2,2023-07-23,2026-05-25
ror:03h2bxq36,University of Dundee,03h2bxq36,GB,2,2,2024-07-09,2025-12-15
ror:03hb1kr92,Bury College,03hb1kr92,GB,2,2,2021-03-29,2021-03-29
ror:03hv28176,Leibniz-Institut für Wissensmedien,03hv28176,DE,2,3,2021-02-12,2025-10-30
ror:03kgsv495,Bar-Ilan University,03kgsv495,IL,2,3,2020-07-31,2026-04-02
ror:03m0zs870,Institut Cellule Souche et Cerveau,03m0zs870,FR,2,5,2023-05-04,2025-03-12
ror:03n2mgj60,Persian Gulf University,03n2mgj60,IR,2,4,2021-04-01,2026-04-13
ror:03njebb69,IRCCS San Camillo Hospital,03njebb69,IT,2,4,2024-11-11,2025-11-05
ror:03np4e098,Haukeland University Hospital,03np4e098,NO,2,1,2020-05-29,2021-06-04
ror:03pnv4752,Queensland University of Technology,03pnv4752,AU,2,7,2023-09-16,2025-11-24
ror:03te2zs36,Beijing Language and Culture University,03te2zs36,CN,2,4,2024-02-21,2025-11-17
ror:03tqnz817,Sachs' Children and Youth Hospital,03tqnz817,SE,2,1,2025-04-26,2025-05-28
ror:03vzbgh69,University Medical Center Freiburg,03vzbgh69,DE,2,4,2022-08-19,2023-06-26
ror:03x1jna21,Central China Normal University,03x1jna21,CN,2,6,2023-02-20,2025-12-23
ror:03x42jk29,Université Gustave Eiffel,03x42jk29,FR,2,3,2024-01-13,2025-12-01
ror:03xb04968,Anhui Medical University,03xb04968,CN,2,8,2020-07-10,2023-03-21
ror:03xc55g68,Université Mohammed VI Polytechnique,03xc55g68,MA,2,2,2020-04-07,2026-01-09
ror:03y1zyv86,Oklahoma State University Oklahoma City,03y1zyv86,US,2,1,2025-05-21,2025-05-21
ror:03yn8s215,Vienna University of Economics and Business,03yn8s215,AT,2,2,2021-02-16,2024-09-24
ror:03zzmyz63,Philadelphia University,03zzmyz63,US,2,8,2019-09-05,2026-06-11
ror:0405n5e57,National Institute of Mental Health and Neurosciences,0405n5e57,IN,2,24,2025-11-03,2026-07-03
ror:041kmwe10,Imperial College London,041kmwe10,GB,2,6,2021-03-10,2023-11-07
ror:0433e6t24,Universität Koblenz,0433e6t24,,2,3,2019-01-16,2022-09-17
ror:04378d909,Draper Laboratory,04378d909,US,2,1,2020-10-09,2021-07-21
ror:04410kq54,Society for Neuroscience,04410kq54,US,2,3,2021-06-18,2022-09-07
ror:0445phv87,University of Toyama,0445phv87,JP,2,1,2025-08-09,2026-04-01
ror:04489at23,"City, University of London",04489at23,GB,2,3,2016-07-15,2023-03-22
ror:045f0ws19,Universities of Giessen and Marburg Lung Center,045f0ws19,DE,2,7,2023-04-17,2024-05-24
ror:047g8vk19,Erciyes University,047g8vk19,TR,2,2,2025-12-31,2026-05-20
ror:0495fxg12,Institut Pasteur,0495fxg12,FR,2,1,2025-08-01,2026-02-18
ror:0497xq319,Anna Freud Centre,0497xq319,GB,2,4,2021-03-11,2026-01-13
ror:049emcs32,The University of Texas at Dallas,049emcs32,US,2,3,2020-06-18,2026-05-22
ror:049tgcd06,Indian Institute of Technology Delhi,049tgcd06,IN,2,3,2020-01-01,2023-01-01
ror:04a1a1e81,Dublin City University,04a1a1e81,IE,2,5,2021-12-01,2024-10-09
ror:04bhzjf61,Minnesota Department of Education,04bhzjf61,US,2,2,2024-05-03,2025-01-17
ror:04c3yce28,Centre Hospitalier Le Vinatier,04c3yce28,FR,2,2,2024-04-30,2025-03-12
ror:04chrp450,Nagoya University,04chrp450,JP,2,2,2023-01-25,2023-08-09
ror:04d52ej85,Lawrence Technological University,04d52ej85,US,2,2,2024-12-16,2024-12-31
ror:04ehjr030,Apple (Israel),04ehjr030,IL,2,4,2016-05-27,2023-10-26
ror:04ezk3x31,Université Toulouse - Jean Jaurès,04ezk3x31,FR,2,2,2025-01-01,2026-01-27
ror:04fhrs205,Centre de recherche cerveau et cognition,04fhrs205,FR,2,1,2022-05-20,2023-08-21
ror:04jd9ff79,Acoustics Research Institute,04jd9ff79,AT,2,1,2022-12-07,2024-03-23
ror:04knbh022,Austrian Institute of Technology,04knbh022,AT,2,1,2022-09-05,2023-06-30
ror:04kwvgz42,Hacettepe University,04kwvgz42,TR,2,1,2023-04-22,2025-12-31
ror:04nkkrh90,LWL-Universitätsklinikum Bochum,04nkkrh90,DE,2,8,2025-09-17,2026-07-09
ror:04nm1cv11,University Hospitals Bristol NHS Foundation Trust,04nm1cv11,GB,2,3,2023-12-09,2025-12-06
ror:04nt8b154,Fukuoka University,04nt8b154,JP,2,6,2024-09-02,2025-01-01
ror:04pnmxh23,Public Health Research Institute Of India,04pnmxh23,IN,2,4,2020-04-11,2022-07-18
ror:04qk6pt94,Wright State University,04qk6pt94,US,2,3,2017-01-01,2018-09-01
ror:04rswrd78,Iowa State University,04rswrd78,US,2,4,2019-01-28,2019-09-17
ror:04rt94r53,Barnard College,04rt94r53,US,2,2,2019-05-20,2024-03-27
ror:04scfb908,Alfred Health,04scfb908,AU,2,1,2022-09-15,2023-09-02
ror:04sxme922,Universidad Torcuato Di Tella,04sxme922,AR,2,2,2020-11-08,2025-03-30
ror:04vmvtb21,Tulane University,04vmvtb21,US,2,1,2024-05-11,2025-04-25
ror:04w3d2v20,University of the West of Scotland,04w3d2v20,GB,2,1,2023-12-06,2025-07-10
ror:04xeg9z08,National Institute of Mental Health,04xeg9z08,US,2,2,2022-09-10,2026-05-29
ror:04xfq0f34,RWTH Aachen University,04xfq0f34,DE,2,2,2024-04-19,2026-01-27
ror:04xtx5t16,DePaul University,04xtx5t16,US,2,2,2022-03-16,2023-09-06
ror:04y75v050,Textron Systems (United Kingdom),04y75v050,GB,2,1,2018-10-13,2020-11-02
ror:04yy7zb66,Centre for Mental Health,04yy7zb66,GB,2,6,2021-06-04,2022-09-07
ror:04zeq1c51,Cyceron,04zeq1c51,FR,2,3,2025-08-01,2026-02-18
ror:050qmg959,Singapore Management University,050qmg959,SG,2,2,2023-10-19,2024-02-07
ror:051fd9666,Case Western Reserve University,051fd9666,US,2,5,2023-07-31,2025-07-31
ror:051kpcy16,Université de Caen Normandie,051kpcy16,FR,2,3,2025-08-01,2026-02-18
ror:052g8jq94,Universitat Autònoma de Barcelona,052g8jq94,ES,2,1,2023-02-23,2024-11-14
ror:053avzc18,Czech Academy of Sciences,053avzc18,CZ,2,2,2022-01-25,2024-05-24
ror:055f7t516,National Research University Higher School of Economics,055f7t516,RU,2,3,2020-12-22,2024-12-17
ror:058hz8544,Institut des Sciences Cognitives,058hz8544,FR,2,2,2025-06-25,2026-05-11
ror:058zz0t50,California Southern University,058zz0t50,US,2,13,2019-12-19,2025-12-01
ror:059tvcg64,Adobe Systems (United States),059tvcg64,US,2,7,2022-03-31,2022-06-12
ror:05axv8155,Whitman College,05axv8155,US,2,1,2021-03-07,2021-09-29
ror:05bd2wa15,Shanghai Mental Health Center,05bd2wa15,CN,2,8,2024-08-30,2025-12-25
ror:05bhada84,Nara Institute of Science and Technology,05bhada84,JP,2,2,2022-10-18,2022-12-15
ror:05cf8a891,Albert Einstein College of Medicine,05cf8a891,US,2,5,2020-06-05,2023-09-25
ror:05d5mza29,Center for Open Science,05d5mza29,US,2,1,2017-03-03,2022-05-01
ror:05dq2gs74,Vanderbilt University Medical Center,05dq2gs74,US,2,4,2025-08-01,2026-02-18
ror:05ev1jb90,Tianjin University of Finance and Economics,05ev1jb90,CN,2,1,2025-12-18,2026-01-06
ror:05fmrjg27,Sussex Partnership NHS Foundation Trust,05fmrjg27,GB,2,2,2024-03-05,2025-04-12
ror:05gt9yw23,Jinka University,05gt9yw23,,2,2,2020-04-11,2022-07-18
ror:05hs6h993,Michigan State University,05hs6h993,US,2,2,2019-01-28,2023-08-25
ror:05hsqsk33,Imaging Center,05hsqsk33,US,2,1,2024-01-24,2024-02-16
ror:05j0ve876,Aston University,05j0ve876,GB,2,2,2021-11-26,2024-07-28
ror:05jrq1t13,Valens Clinics,05jrq1t13,CH,2,2,2021-03-08,2023-01-16
ror:05k4mr860,Saint John Regional Hospital,05k4mr860,CA,2,3,2025-08-01,2026-02-18
ror:05k8pq072,Universidade Cruzeiro do Sul,05k8pq072,BR,2,1,2025-08-01,2026-02-18
ror:05kvjc571,Institute of Psychology,05kvjc571,RU,2,2,2024-01-01,2026-06-30
ror:05mzfcs16,The Open University,05mzfcs16,GB,2,1,2022-12-07,2023-05-03
ror:05p0pbv75,Toyota Motor Corporation (Switzerland),05p0pbv75,CH,2,2,2019-06-26,2026-06-11
ror:05qghxh33,Stony Brook University,05qghxh33,US,2,3,2024-08-23,2026-04-09
ror:05rcxtd95,Fondazione Santa Lucia,05rcxtd95,IT,2,1,2022-07-22,2022-09-30
ror:05tkyf982,Ben-Gurion University of the Negev,05tkyf982,IL,2,3,2021-02-11,2023-05-10
ror:05vf56z40,University of Tehran,05vf56z40,IR,2,5,2021-11-01,2023-09-01
ror:05xhpce34,St Göran's Children's Hospital,05xhpce34,SE,2,1,2025-04-26,2025-05-28
ror:05xj56w78,National Institute of Mental Health,05xj56w78,CZ,2,2,2020-05-29,2021-06-04
"name:, université grenoble alpes, université savoie mont blanc, cnrs, lpnc, 38000, grenoble, france",", Université Grenoble Alpes, Université Savoie Mont Blanc, CNRS, LPNC, 38000, Grenoble, France.",,,1,2,2022-10-27,2023-09-06
"name:advanced telecommunications research computational neuroscience laboratories, kyoto 6190288, japan","Advanced Telecommunications Research Computational Neuroscience Laboratories, Kyoto 6190288, Japan.",,,1,1,2025-03-11,2025-03-11
"name:albert einstein college of medicine, dept of systems and comp biology, 10461 bronx, ny, usa","Albert Einstein College of Medicine, Dept. of Systems and Comp. Biology, 10461 Bronx, NY, USA.",,,1,1,2020-12-01,2020-12-01
"name:albert einstein college of medicine, dept of systems and comp biology, and dominick p purpura dept of neuroscience, 10461 bronx, ny, usa","Albert Einstein College of Medicine, Dept. of Systems and Comp. Biology, and Dominick P. Purpura Dept. of Neuroscience, 10461 Bronx, NY, USA.",,,1,2,2020-12-01,2020-12-01
"name:albert einstein college of medicine, dominick p purpura dept of neuroscience, 10461 bronx, ny, usa","Albert Einstein College of Medicine, Dominick P. Purpura Dept. of Neuroscience, 10461 Bronx, NY, USA.",,,1,1,2020-12-01,2020-12-01
"name:anthropic, san francisco, ca, usa","Anthropic, San Francisco, CA, USA.",,,1,1,2025-11-12,2025-11-12
"name:berlin school of mind and brain, humboldt-universität zu berlin, luisenstraße 56, 10115 berlin, germany","Berlin School of Mind and Brain, Humboldt-Universität zu Berlin, Luisenstraße 56, 10115 Berlin, Germany",,,1,2,2022-10-27,2023-09-06
"name:berlin school of mind and brain, humboldt-universität zu berlin, luisenstraße 56, 10115, berlin, germany","Berlin School of Mind and Brain, Humboldt-Universität zu Berlin, Luisenstraße 56, 10115, Berlin, Germany.",,,1,1,2022-10-27,2023-09-06
"name:bernstein center for computational neuroscience berlin, philippstraße 13 haus 6, 10115 berlin, germany","Bernstein Center for Computational Neuroscience Berlin, Philippstraße 13 Haus 6, 10115 Berlin, Germany",,,1,2,2022-10-27,2023-09-06
"name:bernstein center for computational neuroscience berlin, philippstraße 13 haus 6, 10115, berlin, germany","Bernstein Center for Computational Neuroscience Berlin, Philippstraße 13 Haus 6, 10115, Berlin, Germany.",,,1,1,2022-10-27,2023-09-06
"name:bifold, berlin institute for the foundations of learning and data, berlin, germany","BIFOLD, Berlin Institute for the Foundations of Learning and Data, Berlin, Germany.",,,1,1,2025-11-12,2025-11-12
"name:biological sciences, suny old westbury","Biological Sciences, SUNY Old Westbury.",,,1,1,2023-05-19,2023-05-19
"name:biomedical engineering, university of cincinnati, usa","Biomedical Engineering, University of Cincinnati, USA.",,,1,5,2021-08-01,2021-08-01
"name:biomedical science research and training center, yobe state university, nigeria","Biomedical Science Research and Training Center, Yobe State University, Nigeria.",,,1,1,2023-05-19,2023-05-19
"name:brain and mind institute, western university, london, on, canada","Brain and Mind Institute, Western University, London, ON, Canada.",,,1,1,2020-12-28,2020-12-28
"name:brain research institute, university of california, los angeles, california, united states of america","Brain Research Institute, University of California, Los Angeles, California, United States of America.",,,1,1,2020-12-21,2020-12-21
"name:brain research institute, university of california, los angeles, los angeles, ca, united states","Brain Research Institute, University of California, Los Angeles, Los Angeles, CA, United States.",,,1,1,2018-12-04,2018-12-04
"name:center for artificial intelligence and advanced robotics, national taiwan university, taipei 10617, taiwan","Center for Artificial Intelligence and Advanced Robotics, National Taiwan University, Taipei 10617, Taiwan.",,,1,5,2021-10-28,2021-10-28
"name:center for childhood deafness language and learning, boys town national research hospital, 555 north 30th st , omaha, ne 68131, usa","Center for Childhood Deafness Language and Learning, Boys Town National Research Hospital, 555 North 30th St., Omaha, NE 68131, USA.",,,1,2,2025-01-22,2025-01-22
"name:center for cognitive neuroscience, duke university","Center for Cognitive Neuroscience, Duke University.",,,1,2,2026-02-16,2026-02-16
"name:center for hearing research, boys town national research hospital, omaha, ne, usa","Center for Hearing Research, Boys Town National Research Hospital, Omaha, NE, USA.",,,1,2,2025-01-22,2025-01-22
"name:center for information and neural networks, national institute of information and communications technology, osaka 5650871, japan","Center for Information and Neural Networks, National Institute of Information and Communications Technology, Osaka 5650871, Japan.",,,1,1,2025-03-11,2025-03-11
"name:center for practical wisdom, the university of chicago, chicago, il, united states of america","Center for Practical Wisdom, The University of Chicago, Chicago, IL, United States of America.",,,1,4,2020-12-28,2020-12-28
"name:centre for brain, mind and markets, the university of melbourne, melbourne, victoria, australia","Centre for Brain, Mind and Markets, The University of Melbourne, Melbourne, Victoria, Australia.",,,1,1,2026-03-05,2026-03-05
"name:centre for language studies, radboud university, nijmegen, nl","Centre for Language Studies, Radboud University, Nijmegen, NL.",,,1,2,2021-08-12,2021-08-12
"name:centre for research on brain, language and music (crblm), montreal, qc, canada","Centre for Research on Brain, Language and Music (CRBLM), Montreal, QC, Canada.",,,1,1,2024-10-22,2024-10-22
"name:centre for the study of social cohesion, university of oxford, oxford, uk","Centre for the Study of Social Cohesion, University of Oxford, Oxford, UK.",,,1,2,2022-05-26,2023-01-13
"name:centre for the study of social cohesion, university of oxford, uk","Centre for the Study of Social Cohesion, University of Oxford, UK",,,1,2,2022-05-26,2023-01-13
"name:centre for trust, peace and social relations, coventry university, coventry, uk","Centre for Trust, Peace and Social Relations, Coventry University, Coventry, UK.",,,1,1,2022-05-26,2023-01-13
"name:centre for trust, peace and social relations, coventry university, uk","Centre for Trust, Peace and Social Relations, Coventry University, UK",,,1,1,2022-05-26,2023-01-13
"name:cognitive systems group, human-centered computing lab, freie univeristät berlin, berlin, germany","Cognitive Systems Group, Human-Centered Computing Lab, Freie Univeristät Berlin, Berlin, Germany.",,,1,2,2020-01-28,2020-01-28
"name:communication sciences and disorders, university of cincinnati, usa","Communication Sciences and Disorders, University of Cincinnati, USA.",,,1,2,2021-08-01,2021-08-01
"name:comparative psychology, heinrich-heine-university düsseldorf, 40225 düsseldorf, germany","Comparative Psychology, Heinrich-Heine-University Düsseldorf, 40225 Düsseldorf, Germany.",,,1,2,2021-10-20,2021-10-20
"name:comparative psychology, institute of experimental psychology, heinrich-heine-university düsseldorf, düsseldorf, germany","Comparative Psychology, Institute of Experimental Psychology, Heinrich-Heine-University Düsseldorf, Düsseldorf, Germany.",,,1,4,2022-07-26,2022-07-26
"name:control-interoception-attention team, paris brain institute, inserm u 1127, cnrs umr 7225, sorbonne university, paris, france","Control-Interoception-Attention Team, Paris Brain Institute, INSERM U 1127, CNRS UMR 7225, Sorbonne University, Paris, France.",,,1,1,2022-07-26,2022-07-26
name:corresponding author: rasmus bruckner,Corresponding author: Rasmus Bruckner,,,1,1,2024-04-28,2024-04-28
"name:department of applied psychology, lingnan university, hong kong, hong kong","Department of Applied Psychology, Lingnan University, Hong Kong, Hong Kong.",,,1,1,2018-12-04,2018-12-04
name:department of biology,Department of Biology.,,,1,2,2023-05-19,2023-05-19
"name:department of biology, lincoln university, lincoln university, pa 19352, usa","Department of Biology, Lincoln University, Lincoln University, PA 19352, USA.",,,1,1,2023-05-19,2023-05-19
"name:department of biophysics, faculty of medicine, dokuz eylül university, izmir, turkey","Department of Biophysics, Faculty of Medicine, Dokuz Eylül University, Izmir, Turkey.",,,1,1,2025-03-07,2025-03-07
"name:department of biostatistics, university of iowa","Department of Biostatistics, University of Iowa.",,,1,1,2025-12-04,2025-12-04
"name:department of brain and behavioral sciences, university of pavia, pavia, italy","Department of Brain and Behavioral Sciences, University of Pavia, Pavia, Italy.",,,1,2,2024-10-22,2024-10-22
"name:department of brain and cognitive sciences, massachusetts institute of technology, cambridge, ma, usa","Department of Brain and Cognitive Sciences, Massachusetts Institute of Technology, Cambridge, MA, USA.",,,1,2,2026-06-02,2026-06-02
"name:department of brain and cognitive sciences, mcgovern institute for brain research, mit massachusetts institute of technology, cambridge, ma, usa","Department of Brain and Cognitive Sciences, McGovern Institute for Brain Research, MIT Massachusetts Institute of Technology, Cambridge, MA, USA.",,,1,3,2025-06-11,2025-06-11
"name:department of coaching education, faculty of sport science, celal bayar university, manisa, turkey","Department of Coaching Education, Faculty of Sport Science, Celal Bayar University, Manisa, Turkey.",,,1,1,2025-03-07,2025-03-07
"name:department of cognitive science, central european university, wien 1100, austria","Department of Cognitive Science, Central European University, Wien 1100, Austria.",,,1,1,2025-03-11,2025-03-11
"name:department of cognitive science, university of california, san diego, la jolla, ca,usa","Department of Cognitive Science, University of California, San Diego, La Jolla, CA,USA.",,,1,1,2026-04-01,2026-04-01
"name:department of computer science and information engineering, national taiwan university, taipei 10617, taiwan","Department of Computer Science and Information Engineering, National Taiwan University, Taipei 10617, Taiwan.",,,1,1,2021-10-28,2021-10-28
"name:department of computer science, brown university","Department of Computer Science, Brown University.",,,1,1,2025-12-30,2025-12-30
"name:department of computer science, university of wisconsin-madison","Department of Computer Science, University of Wisconsin-Madison.",,,1,1,2026-06-01,2026-06-01
"name:department of computer sciences, university of wisconsin-madison","Department of Computer Sciences, University of Wisconsin-Madison.",,,1,2,2025-12-30,2025-12-30
"name:department of education and psychology, freie universität berlin, berlin, germany","Department of Education and Psychology, Freie Universität Berlin, Berlin, Germany",,,1,3,2024-04-28,2024-04-28
"name:department of electrical engineering, national taiwan university, taipei 10617, taiwan","Department of Electrical Engineering, National Taiwan University, Taipei 10617, Taiwan.",,,1,1,2021-10-28,2021-10-28
"name:department of exercise and sport sciences, faculty of health science, izmir democracy university, izmir, turkey","Department of Exercise and Sport Sciences, Faculty of Health Science, Izmir Democracy University, Izmir, Turkey.",,,1,1,2025-03-07,2025-03-07
"name:department of experimental psychology, ghent university, ghent, belgium","Department of Experimental Psychology, Ghent University, Ghent, Belgium.",,,1,4,2021-07-30,2021-07-30
"name:department of neurology, charité – universitätsmedizin berlin, berlin, germany","Department of Neurology, Charité – Universitätsmedizin Berlin, Berlin, Germany",,,1,1,2024-04-28,2024-04-28
"name:department of neurology, national taiwan university hospital, college of medicine, national taiwan university, taipei 10048, taiwan","Department of Neurology, National Taiwan University Hospital, College of Medicine, National Taiwan University, Taipei 10048, Taiwan.",,,1,1,2021-10-28,2021-10-28
"name:department of neuroscience, washington university school of medicine, st louis, missouri, united states of america","Department of Neuroscience, Washington University School of Medicine, St Louis, Missouri, United States of America.",,,1,1,2025-04-11,2025-04-11
"name:department of physical education and sports, institute of health sciences, dokuz eylül university, izmir, turkey","Department of Physical Education and Sports, Institute of Health Sciences, Dokuz Eylül University, Izmir, Turkey.",,,1,1,2025-03-07,2025-03-07
"name:department of physiology, faculty of medicine, university of kyrenia, kyrenia, cyprus","Department of Physiology, Faculty of Medicine, University of Kyrenia, Kyrenia, Cyprus.",,,1,1,2025-03-07,2025-03-07
"name:department of psychiatry, yale school of medicine, new haven, connecticut, united states of america","Department of Psychiatry, Yale School of Medicine, New Haven, Connecticut, United States of America.",,,1,1,2025-04-11,2025-04-11
"name:department of psychological & brain sciences, washington university in st louis, st louis, mo, usa","Department of Psychological & Brain Sciences, Washington University in St. Louis, St. Louis, MO, USA.",,,1,1,2026-02-20,2026-02-20
"name:department of psychological and brain sciences, dartmouth college, hanover, nh 03755, usa","Department of Psychological and Brain Sciences, Dartmouth College, Hanover, NH 03755, USA.",,,1,4,2018-12-16,2021-04-23
"name:department of psychological and brain sciences, dartmouth college, hanover, nh, usa","Department of Psychological and Brain Sciences, Dartmouth College, Hanover, NH, USA.",,,1,3,2023-10-28,2023-10-28
"name:department of psychological and brain sciences, university of iowa","Department of Psychological and Brain Sciences, University of Iowa.",,,1,2,2025-12-04,2025-12-04
"name:department of psychological and brain sciences, washington university in st louis","Department of Psychological and Brain Sciences, Washington University in St. Louis.",,,1,2,2026-02-12,2026-02-12
"name:department of psychology and neuroscience, temple university, pa, usa","Department of Psychology and Neuroscience, Temple University, PA, USA.",,,1,4,2026-03-18,2026-03-18
"name:department of psychology, 2121 berkeley way west, berkeley, california 94720, usa","Department of Psychology, 2121 Berkeley Way West, Berkeley, California 94720, USA.",,,1,2,2021-07-01,2021-07-01
"name:department of psychology, brooklyn college and graduate center, the city university of new york, brooklyn, ny 11210, usa","Department of Psychology, Brooklyn College and Graduate Center, The City University of New York, Brooklyn, NY 11210, USA.",,,1,1,2023-05-19,2023-05-19
